ID;TITLE;NEIGHBORHOOD;CITY;SQUARE METERS;NUM OF ROOMS;NUM OF BATHROOMS;STREET NAME;STREET NUM;DISTRICT CODE;DISTRICT;RENT PRICE;BUY PRICE;ENERGY CERTIFICATE
7004;Ático en venta en Ciudad Universitaria;Moncloa;Madrid;4200;3;30;;;11;Moncloa;8628;1690000;B
7005;Piso en venta en calle de San Gerardo, 15;Valdezarza;Madrid;800;3;10;Calle de San Gerardo;15;11;Moncloa;1067;250000;
7006;Chalet pareado en venta en calle Isla de Alegranza, 1;Ciudad Universitaria;Madrid;3500;6;40;Calle Isla de Alegranza;1;11;Moncloa;2440;1060000;
7007;Piso en venta en Valdemarín;Moncloa;Madrid;1740;4;40;;;11;Moncloa;2515;955000;D
7008;Casa o chalet independiente en venta en Aravaca;Moncloa;Madrid;5500;5;60;;;11;Moncloa;6992;1650000;A
7009;Casa o chalet independiente en venta en Urb. VALDMARÍN, Valdemarín;Moncloa;Madrid;;5;60;Urb. VALDMARÍN;;11;Moncloa;564667;3500000;A
7011;Piso en venta en calle Eduardo Benot;Argüelles;Madrid;600;1;10;Calle Eduardo Benot;;11;Moncloa;1238;315000;E
7012;Piso en venta en paseo del Pintor Rosales, 18;Argüelles;Madrid;4340;5;60;Paseo del Pintor Rosales;18;11;Moncloa;244802;2950000;
7013;Chalet pareado en venta en calle Aurelio de la Torre;El Plantío;Madrid;3800;4;40;Calle Aurelio de la Torre;;11;Moncloa;2010;649000;
7014;Chalet pareado en venta en Aravaca;Moncloa;Madrid;3000;4;40;;;11;Moncloa;2452;875000;
7015;Piso en venta en Valdemarín;Moncloa;Madrid;1680;3;30;;;11;Moncloa;2126;700000;
7016;Ático en venta en Aravaca;Moncloa;Madrid;2100;4;40;;;11;Moncloa;1536;1250000;
7017;Piso en venta en paseo de la Cancilleria;Casa de Campo;Madrid;1960;3;20;Paseo de la Cancilleria;;11;Moncloa;1724;525000;E
7018;Piso en venta en calle de José Bastos;Valdemarín;Madrid;2320;4;30;Calle de José Bastos;;11;Moncloa;1645;1470000;C
7019;Piso en venta en Urb. si. PISCINA PADEL VIGILANCIA 24 HORAS,PARQUE INFANTIL, Aravaca;Moncloa;Madrid;950;2;20;Urb. si. PISCINA PADEL VIGILANCIA 24 HORAS,PARQUE INFANTIL;;11;Moncloa;1485;420000;C
7020;Piso en venta en Ardales;Aravaca;Madrid;1430;3;30;Ardales;;11;Moncloa;2315;790000;E
7021;Casa o chalet independiente en venta en Aravaca;Moncloa;Madrid;8400;5;90;;;11;Moncloa;104074;2500000;
7022;Casa o chalet independiente en venta en Aravaca;Moncloa;Madrid;8300;5;80;;;11;Moncloa;886529;3850000;D
7023;Dúplex en venta en Aravaca;Moncloa;Madrid;1920;4;50;;;11;Moncloa;1900;1200000;D
7024;Chalet pareado en venta en Ciudad Universitaria;Moncloa;Madrid;7510;7;80;;;11;Moncloa;188041;2800000;
7025;Casa o chalet independiente en venta en alvaro caballero, 7;El Plantío;Madrid;4420;5;40;alvaro caballero;7;11;Moncloa;2834;1520000;A
7026;Piso en venta en Ciudad Universitaria;Moncloa;Madrid;1420;4;20;;;11;Moncloa;1885;595000;
7027;Chalet pareado en venta en calle de Hoces de la Hermida;Aravaca;Madrid;5110;5;50;Calle de Hoces de la Hermida;;11;Moncloa;2096;1490000;
7028;Casa o chalet independiente en venta en Bolarque;Aravaca;Madrid;4800;6;40;Bolarque;;11;Moncloa;58234;2250000;F
7029;Piso en venta en FERRAZ;Argüelles;Madrid;2780;5;40;FERRAZ;;11;Moncloa;2514;990000;E
7030;Casa o chalet independiente en venta en Aravaca;Moncloa;Madrid;6000;6;50;;;11;Moncloa;5194;1600000;
7031;Piso en venta en calle de Martín de los Heros, 24;Argüelles;Madrid;1280;3;20;Calle de Martín de los Heros;24;11;Moncloa;1839;575000;E
7032;Ático en venta en MARTIN DE LOS HEROS;Argüelles;Madrid;850;2;20;MARTIN DE LOS HEROS;;11;Moncloa;1551;449000;B
7033;Piso en venta en Argüelles;Moncloa;Madrid;2680;3;30;;;11;Moncloa;2283;1120000;E
7034;Casa o chalet independiente en venta en Aravaca;Moncloa;Madrid;8250;6;40;;;11;Moncloa;51191;2200000;E
7035;Piso en venta en calle del Rey Francisco;Argüelles;Madrid;1150;4;20;Calle del Rey Francisco;;11;Moncloa;2103;690000;
7036;Casa o chalet en venta en calle Villager;Aravaca;Madrid;4000;6;50;Calle Villager;;11;Moncloa;13864;1795000;C
7037;Casa o chalet independiente en venta en Aravaca;Moncloa;Madrid;8300;5;50;;;11;Moncloa;886529;3850000;
7038;Chalet adosado en venta en Aravaca;Moncloa;Madrid;3800;4;30;;;11;Moncloa;2458;880000;
7039;Chalet pareado en venta en Valdemarín;Moncloa;Madrid;4060;3;30;;;11;Moncloa;303;1400000;B
7040;Casa o chalet independiente en venta en Urb. La Florida, El Plantío;Moncloa;Madrid;;7;60;Urb. La Florida;;11;Moncloa;11444;1750000;D
7041;Piso en venta en ferraz;Argüelles;Madrid;2970;5;30;ferraz;;11;Moncloa;2374;1090000;E
7042;Piso en venta en avenida del Talgo;Aravaca;Madrid;920;2;20;Avenida del Talgo;;11;Moncloa;1462;410000;
7043;Piso en venta en calle Peñalara de Aravaca, 5;Aravaca;Madrid;1450;3;20;Calle Peñalara de Aravaca;5;11;Moncloa;1966;630000;
7044;Dúplex en venta en calle de José Fentanes, 10;Ciudad Universitaria;Madrid;3210;5;60;Calle de José Fentanes;10;11;Moncloa;5029;1595000;A
7045;Piso en venta en avenida de la Reina Victoria;Ciudad Universitaria;Madrid;1420;3;20;Avenida de la Reina Victoria;;11;Moncloa;2047;665000;
7046;Chalet adosado en venta en Aravaca;Moncloa;Madrid;4000;5;50;;;11;Moncloa;14150;1800000;C
7047;Piso en venta en JUAN ALVAREZ MENDIZABAL;Argüelles;Madrid;900;3;10;JUAN ALVAREZ MENDIZABAL;;11;Moncloa;1174;290000;E
7048;Piso en venta en plaza de España;Argüelles;Madrid;1720;2;20;Plaza de España;;11;Moncloa;1165;1290000;
7049;Chalet pareado en venta en Algenib;Aravaca;Madrid;3700;4;40;Algenib;;11;Moncloa;2165;1150000;
7050;Piso en venta en Aravaca;Moncloa;Madrid;3040;5;40;;;11;Moncloa;1059;1300000;
7051;Casa o chalet independiente en venta en calle Eibar;El Plantío;Madrid;7800;6;30;Calle Eibar;;11;Moncloa;1265;1280000;
7052;Casa o chalet independiente en venta en Calle Eibar, 1;El Plantío;Madrid;;9;90;Calle Eibar;1;11;Moncloa;266250;3000000;
7053;Piso en venta en calle Peñalara de Aravaca, 5;Aravaca;Madrid;1720;3;20;Calle Peñalara de Aravaca;5;11;Moncloa;2333;800000;
7054;Piso en venta en calle de Ferraz;Argüelles;Madrid;1160;3;20;Calle de Ferraz;;11;Moncloa;2324;795000;
7055;Casa o chalet independiente en venta en Valdemarín;Moncloa;Madrid;4100;4;40;;;11;Moncloa;8202;1680000;
7056;Ático en venta en Valdemarín;Moncloa;Madrid;2920;4;40;;;11;Moncloa;2514;990000;
7057;Ático en venta en paseo del Rey;Argüelles;Madrid;1150;4;10;Paseo del Rey;;11;Moncloa;1943;620000;C
7058;Chalet adosado en venta en San Gerardo;Valdezarza;Madrid;4000;5;40;San Gerardo;;11;Moncloa;1225;1450000;
7059;Dúplex en venta en Urb. Valdemarin, Valdemarín;Moncloa;Madrid;3940;5;40;Urb. Valdemarin;;11;Moncloa;1059;1300000;E
7060;Piso en venta en calle de Martín de los Heros;Argüelles;Madrid;550;1;10;Calle de Martín de los Heros;;11;Moncloa;910;198000;C
7061;Casa o chalet independiente en venta en Urb. La Florida, El Plantío;Moncloa;Madrid;9980;8;70;Urb. La Florida;;11;Moncloa;11444;1750000;C
7062;Dúplex en venta en Urb. Puerta de Hierro, Ciudad Universitaria;Moncloa;Madrid;2330;7;30;Urb. Puerta de Hierro;;11;Moncloa;2170;720000;
7063;Casa o chalet independiente en venta en Urb. Casa Quemada, El Plantío;Moncloa;Madrid;3130;4;20;Urb. Casa Quemada;;11;Moncloa;2333;1500000;
7064;Piso en venta en calle de Valderrey;Valdezarza;Madrid;830;3;10;Calle de Valderrey;;11;Moncloa;1119;269000;
7065;Chalet adosado en venta en Urb. El Plantio, El Plantío;Moncloa;Madrid;3600;6;50;Urb. El Plantio;;11;Moncloa;2103;690000;E
7066;Piso en venta en Aguilar de Campoo, 14;Valdezarza;Madrid;890;2;20;Aguilar de Campoo;14;11;Moncloa;1050;244000;
7067;Piso en venta en Argüelles;Moncloa;Madrid;2560;5;50;;;11;Moncloa;1225;1450000;
7068;Casa o chalet independiente en venta en Aravaca;Moncloa;Madrid;9200;7;80;;;11;Moncloa;27934;1990000;
7069;Chalet pareado en venta en Urb. Puerta de Hierro, Ciudad Universitaria;Moncloa;Madrid;4630;4;60;Urb. Puerta de Hierro;;11;Moncloa;221;1395000;E
7070;Casa o chalet independiente en venta en Urb. La Florida, El Plantío;Moncloa;Madrid;;7;80;Urb. La Florida;;11;Moncloa;156000;2700000;E
7071;Piso en venta en Argüelles;Moncloa;Madrid;1300;4;30;;;11;Moncloa;1885;595000;F
7072;Casa o chalet independiente en venta en Urb. Valdemarin, Valdemarín;Moncloa;Madrid;8870;6;60;Urb. Valdemarin;;11;Moncloa;224653;2900000;E
7073;Chalet pareado en venta en Aravaca;Moncloa;Madrid;5000;5;60;;;11;Moncloa;6992;1650000;B
7074;Chalet pareado en venta en Urb. El Plantio, El Plantío;Moncloa;Madrid;3600;6;60;Urb. El Plantio;;11;Moncloa;2347;1100000;C
7075;Chalet pareado en venta en Urb. Aravaca, Aravaca;Moncloa;Madrid;3470;5;50;Urb. Aravaca;;11;Moncloa;4866;1590000;E
7076;Casa o chalet en venta en Valdemarín;Moncloa;Madrid;;7;80;;;11;Moncloa;65933;2300000;
7077;Ático en venta en Valdemarín;Moncloa;Madrid;2600;5;50;;;11;Moncloa;9067;1700000;
7078;Piso en venta en Valdemarín;Moncloa;Madrid;2050;4;40;;;11;Moncloa;1645;1470000;
7079;Chalet pareado en venta en Aravaca;Moncloa;Madrid;3900;4;50;;;11;Moncloa;2374;1090000;C
7080;Chalet adosado en venta en Ciudad Universitaria;Moncloa;Madrid;4300;4;40;;;11;Moncloa;2517;975000;F
7081;Casa o chalet en venta en Aravaca;Moncloa;Madrid;7000;5;60;;;11;Moncloa;1480474;4300000;
7082;Casa o chalet en venta en El Plantío;Moncloa;Madrid;;10;120;;;11;Moncloa;266250;3000000;
7083;Casa o chalet en venta en Valdemarín;Moncloa;Madrid;5000;6;60;;;11;Moncloa;171474;2750000;
7084;Casa o chalet en venta en Ciudad Universitaria;Moncloa;Madrid;3000;5;30;;;11;Moncloa;13026;1780000;
7085;Chalet pareado en venta en Urb. El Plantio, El Plantío;Moncloa;Madrid;3010;4;40;Urb. El Plantio;;11;Moncloa;2315;790000;E
7086;Chalet adosado en venta en Ciudad Universitaria;Moncloa;Madrid;4300;6;50;;;11;Moncloa;2517;965000;
7087;Casa o chalet en venta en avenida de Valdemarín, 48;Valdemarín;Madrid;8000;6;60;Avenida de Valdemarín;48;11;Moncloa;365574;3199000;E
7088;Piso en venta en calle de Juan Álvarez Mendizábal;Argüelles;Madrid;970;1;20;Calle de Juan Álvarez Mendizábal;;11;Moncloa;1576;460000;E
7089;Chalet adosado en venta en calle Vascos;Ciudad Universitaria;Madrid;3130;6;30;Calle Vascos;;11;Moncloa;2333;1500000;E
7090;Piso en venta en calle de la Princesa;Argüelles;Madrid;2350;4;30;Calle de la Princesa;;11;Moncloa;2514;950000;E
7091;Casa o chalet independiente en venta en Aravaca;Moncloa;Madrid;7740;6;60;;;11;Moncloa;104074;2500000;D
7092;Piso en venta en calle de Guisando;Ciudad Universitaria;Madrid;2000;5;30;Calle de Guisando;;11;Moncloa;2070;675000;E
7093;Chalet adosado en venta en avenida victoria;El Plantío;Madrid;3500;4;40;Avenida victoria;;11;Moncloa;2417;850000;D
7094;Ático en venta en calle de Ferraz;Argüelles;Madrid;1430;3;20;Calle de Ferraz;;11;Moncloa;2234;750000;E
7095;Piso en venta en calle Écija;Argüelles;Madrid;1460;3;20;Calle Écija;;11;Moncloa;1735;530000;
7096;Casa o chalet independiente en venta en El Plantío;Moncloa;Madrid;9180;6;80;;;11;Moncloa;28833;2000000;D
7097;Casa o chalet independiente en venta en Ciudad Universitaria;Moncloa;Madrid;6230;7;60;;;11;Moncloa;44765;2150000;D
7098;Chalet pareado en venta en Aravaca;Moncloa;Madrid;3080;5;50;;;11;Moncloa;14150;1800000;E
7099;Chalet pareado en venta en Ciudad Universitaria;Moncloa;Madrid;7510;7;80;;;11;Moncloa;188041;2800000;D
7100;Chalet pareado en venta en Aravaca;Moncloa;Madrid;3780;5;50;;;11;Moncloa;1536;1250000;D
7101;Chalet pareado en venta en Ciudad Universitaria;Moncloa;Madrid;2560;6;40;;;11;Moncloa;2170;720000;D
7102;Chalet pareado en venta en Ciudad Universitaria;Moncloa;Madrid;2800;7;30;;;11;Moncloa;2516;960000;
7103;Casa o chalet independiente en venta en Aravaca;Moncloa;Madrid;8000;6;50;;;11;Moncloa;8202;1680000;D
7104;Piso en venta en calle de Valderrodrigo;Valdezarza;Madrid;740;3;10;Calle de Valderrodrigo;;11;Moncloa;1081;255000;
7105;Casa o chalet independiente en venta en Valdemarín;Moncloa;Madrid;2470;3;30;;;11;Moncloa;3649;1550000;D
7106;Casa o chalet independiente en venta en Ciudad Universitaria;Moncloa;Madrid;3300;4;50;;;11;Moncloa;1070;1299000;A
7107;Dúplex en venta en Ciudad Universitaria;Moncloa;Madrid;4240;5;40;;;11;Moncloa;3649;1550000;
7108;Casa o chalet independiente en venta en Valdemarín;Moncloa;Madrid;;7;60;;;11;Moncloa;205750;2850000;A
7109;Piso en venta en Ciudad Universitaria;Moncloa;Madrid;4330;7;50;;;11;Moncloa;1165;1290000;A
7110;Chalet adosado en venta en Ciudad Universitaria;Moncloa;Madrid;2800;5;30;;;11;Moncloa;4866;1590000;
7111;Dúplex en venta en Aravaca;Moncloa;Madrid;4240;5;50;;;11;Moncloa;3649;1550000;A
7112;Piso en venta en Ciudad Universitaria;Moncloa;Madrid;2800;5;30;;;11;Moncloa;4866;1590000;
7113;Casa o chalet independiente en venta en Aravaca;Moncloa;Madrid;5930;5;60;;;11;Moncloa;51191;2200000;A
7114;Casa o chalet independiente en venta en Aravaca;Moncloa;Madrid;;10;80;;;11;Moncloa;941720;3900000;A
7115;Casa o chalet independiente en venta en El Plantío;Moncloa;Madrid;5650;7;70;;;11;Moncloa;9067;1700000;A
7116;Casa o chalet independiente en venta en El Plantío;Moncloa;Madrid;8470;5;50;;;11;Moncloa;452;1350000;A
7117;Casa o chalet independiente en venta en Ciudad Universitaria;Moncloa;Madrid;6980;4;70;;;11;Moncloa;1059741;4000000;A
7118;Casa o chalet independiente en venta en calle Horche;Aravaca;Madrid;5440;5;80;Calle Horche;;11;Moncloa;84217;2404000;
7119;Piso en venta en FERRAZ;Argüelles;Madrid;790;2;20;FERRAZ;;11;Moncloa;1382;375000;
7120;Dúplex en venta en calle Valdivieso, 13;Aravaca;Madrid;1700;5;30;Calle Valdivieso;13;11;Moncloa;1655;495000;
7121;Chalet pareado en venta en calle Tapia de Casariego, 31;Valdemarín;Madrid;3510;4;40;Calle Tapia de Casariego;31;11;Moncloa;2123;1491182;
7122;Casa o chalet independiente en venta en av miraflores;Ciudad Universitaria;Madrid;9000;7;80;av miraflores;;11;Moncloa;1645087;4400000;
7123;Piso en venta en calle Artesa de Segre, 14;Ciudad Universitaria;Madrid;1710;4;30;Calle Artesa de Segre;14;11;Moncloa;1712;520000;
7124;Piso en venta en calle Artesa de Segre, 14;Ciudad Universitaria;Madrid;1710;4;30;Calle Artesa de Segre;14;11;Moncloa;1712;520000;
7125;Casa o chalet independiente en venta en calle Venta Vieja, 5;El Plantío;Madrid;5140;6;40;Calle Venta Vieja;5;11;Moncloa;2517;970000;
7126;Piso en venta en calle de Santa María Micaela;Argüelles;Madrid;2100;4;20;Calle de Santa María Micaela;;11;Moncloa;2305;785000;
7127;Ático en venta en avenida valladolid;Casa de Campo;Madrid;5000;12;40;Avenida valladolid;;11;Moncloa;2333;1500000;
7128;Ático en venta en San Martín de Porres;Ciudad Universitaria;Madrid;4330;5;50;San Martín de Porres;;11;Moncloa;1931;1195000;
7129;Chalet pareado en venta en calle navalmanzano, 11;Ciudad Universitaria;Madrid;4100;5;50;Calle navalmanzano;11;11;Moncloa;38920;2100000;
7130;Ático en venta en PRINCESA, 73;Argüelles;Madrid;1570;3;30;PRINCESA;73;11;Moncloa;5194;1600000;D
7131;Chalet adosado en venta en Serafin Ramírez s/n;Valdezarza;Madrid;2340;5;30;;;11;Moncloa;2333;800000;
7132;Casa o chalet independiente en venta en Fuente del Rey;Aravaca;Madrid;6700;6;60;Fuente del Rey;;11;Moncloa;51191;2200000;D
7133;Casa o chalet independiente en venta en avenida de Valdemarín;Valdemarín;Madrid;;7;80;Avenida de Valdemarín;;11;Moncloa;205750;2850000;
7134;Piso en venta en avenida Doctor Federico Rubio y Galí;Ciudad Universitaria;Madrid;1000;3;20;Avenida Doctor Federico Rubio y Galí;;11;Moncloa;1508;430000;F
7135;Piso en venta en paseo del Pintor Rosales;Argüelles;Madrid;830;2;20;Paseo del Pintor Rosales;;11;Moncloa;2024;655000;
7136;Casa o chalet independiente en venta en calle Hoces de la Hermida;Aravaca;Madrid;;7;90;Calle Hoces de la Hermida;;11;Moncloa;253223;2970000;
7137;Ático en venta en calle de Cabellera de Berenice;Valdemarín;Madrid;1300;2;20;Calle de Cabellera de Berenice;;11;Moncloa;2070;675000;
7138;Piso en venta en paseo del Comandante Fortea;Casa de Campo;Madrid;770;3;10;Paseo del Comandante Fortea;;11;Moncloa;1094;260000;
7139;Piso en venta en calle Alfonso Fernández Clausells, 12;Ciudad Universitaria;Madrid;2520;5;60;Calle Alfonso Fernández Clausells;12;11;Moncloa;949;1310000;
7140;Dúplex en venta en calle Alfonso Fernández Clausells, 12;Ciudad Universitaria;Madrid;2870;6;60;Calle Alfonso Fernández Clausells;12;11;Moncloa;303;1400000;
7141;Dúplex en venta en calle Alfonso Fernández Clausells, 12;Ciudad Universitaria;Madrid;3250;7;60;Calle Alfonso Fernández Clausells;12;11;Moncloa;2834;1520000;
7142;Chalet pareado en venta en calle Osa Mayor;Aravaca;Madrid;3000;6;40;Calle Osa Mayor;;11;Moncloa;2510;998000;
7143;Casa o chalet independiente en venta en Urb. Puerta de Hierro, Ciudad Universitaria;Moncloa;Madrid;8400;6;80;Urb. Puerta de Hierro;;11;Moncloa;425334;3300000;
7144;Casa o chalet independiente en venta en Urb. La Florida, El Plantío;Moncloa;Madrid;;7;70;Urb. La Florida;;11;Moncloa;102303;2492000;E
7145;Casa o chalet independiente en venta en Urb. La Florida, El Plantío;Moncloa;Madrid;;10;150;Urb. La Florida;;11;Moncloa;266250;3000000;E
7146;Piso en venta en Argüelles;Moncloa;Madrid;2030;5;20;;;11;Moncloa;2103;690000;E
7147;Casa o chalet independiente en venta en calle Amorebieta, 25;El Plantío;Madrid;;7;80;Calle Amorebieta;25;11;Moncloa;172372;2752800;G
7148;Chalet adosado en venta en calle DE LA PINILLA;Aravaca;Madrid;3700;3;60;Calle DE LA PINILLA;;11;Moncloa;2410;1075000;
7149;Piso en venta en calle de Ferraz;Argüelles;Madrid;870;2;20;Calle de Ferraz;;11;Moncloa;1382;375000;E
7150;Piso en venta en Valdemarín;Moncloa;Madrid;2200;4;40;;;11;Moncloa;2333;1500000;
7151;Piso en venta en Argüelles;Moncloa;Madrid;1420;4;30;;;11;Moncloa;2417;850000;
7152;Piso en venta en calle del Alcalde Martín de Alzaga;Valdezarza;Madrid;730;3;10;Calle del Alcalde Martín de Alzaga;;11;Moncloa;1064;249000;E
7153;Piso en venta en Argüelles;Moncloa;Madrid;2240;4;30;;;11;Moncloa;1225;1450000;D
7154;Ático en venta en calle de Cabo Cañaveral;Valdemarín;Madrid;1840;4;30;Calle de Cabo Cañaveral;;11;Moncloa;2514;950000;
7155;Piso en venta en Valdemarín;Moncloa;Madrid;2250;4;40;;;11;Moncloa;6992;1650000;
7156;Piso en venta en Argüelles;Moncloa;Madrid;1980;4;20;;;11;Moncloa;2439;865000;
7157;Chalet pareado en venta en Aravaca;Moncloa;Madrid;3500;5;50;;;11;Moncloa;4866;1590000;
7158;Piso en venta en Valdemarín;Moncloa;Madrid;2050;4;40;;;11;Moncloa;1645;1470000;
7159;Chalet pareado en venta en Aravaca;Moncloa;Madrid;5830;5;60;;;11;Moncloa;6992;1650000;E
7160;Dúplex en venta en Aravaca;Moncloa;Madrid;2040;3;40;;;11;Moncloa;2517;975000;E
7161;Casa o chalet independiente en venta en Urb. La Florida, El Plantío;Moncloa;Madrid;;11;140;Urb. La Florida;;11;Moncloa;266250;3000000;
7162;Chalet pareado en venta en Aravaca;Moncloa;Madrid;3640;5;40;;;11;Moncloa;2402;840000;
7163;Ático en venta en Aravaca;Moncloa;Madrid;1870;5;40;;;11;Moncloa;1225;1450000;
7164;Chalet adosado en venta en Aravaca;Moncloa;Madrid;2190;5;40;;;11;Moncloa;2514;950000;E
7165;Casa o chalet independiente en venta en Valdemarín;Moncloa;Madrid;2500;5;30;;;11;Moncloa;2333;1500000;
7166;Chalet pareado en venta en Aravaca;Moncloa;Madrid;2500;6;30;;;11;Moncloa;2389;832000;
7167;Casa o chalet independiente en venta en Ciudad Universitaria;Moncloa;Madrid;4800;8;40;;;11;Moncloa;2096;1490000;
7168;Casa o chalet independiente en venta en Valdemarín;Moncloa;Madrid;;7;70;;;11;Moncloa;564667;3500000;
7169;Piso en venta en Ciudad Universitaria;Moncloa;Madrid;1740;4;30;;;11;Moncloa;2499;922000;
7170;Casa o chalet independiente en venta en Urb. Fuentelarreina, Ciudad Universitaria;Moncloa;Madrid;;12;80;Urb. Fuentelarreina;;11;Moncloa;261854;2990000;A
7171;Casa o chalet independiente en venta en Ciudad Universitaria;Moncloa;Madrid;8000;5;80;;;11;Moncloa;244802;2950000;E
7172;Chalet pareado en venta en Aravaca;Moncloa;Madrid;6000;6;70;;;11;Moncloa;38920;2100000;
7173;Casa o chalet independiente en venta en Valdemarín;Moncloa;Madrid;;7;80;;;11;Moncloa;65933;2300000;
7174;Ático en venta en Valdemarín;Moncloa;Madrid;800;1;20;;;11;Moncloa;1323;350000;
7175;Casa o chalet independiente en venta en El Plantío;Moncloa;Madrid;6190;6;60;;;11;Moncloa;28833;2000000;D
7176;Piso en venta en Argüelles;Moncloa;Madrid;1200;4;20;;;11;Moncloa;1804;560000;
7177;Piso en venta en Argüelles;Moncloa;Madrid;1280;3;20;;;11;Moncloa;1966;630000;E
7178;Piso en venta en calle de Aguilar de Campóo, 19;Valdezarza;Madrid;770;3;10;Calle de Aguilar de Campóo;19;11;Moncloa;833;175000;
7179;Piso en venta en calle San Martín de Porres, 45;Ciudad Universitaria;Madrid;1450;3;30;Calle San Martín de Porres;45;11;Moncloa;2124;699000;
7180;Piso en venta en calle del Doctor Casal, 13;Casa de Campo;Madrid;1070;3;10;Calle del Doctor Casal;13;11;Moncloa;1094;260000;
7181;Piso en venta en avenida de Valladolid, 75;Casa de Campo;Madrid;1320;4;20;Avenida de Valladolid;75;11;Moncloa;1827;570000;
7182;Piso en venta en calle de Aguilar de Campóo s/n;Valdezarza;Madrid;810;3;10;;;11;Moncloa;979;220000;
7183;Piso en venta en calle Sinesio Delgado, 84;Valdezarza;Madrid;700;2;10;Calle Sinesio Delgado;84;11;Moncloa;1299;340000;
7184;Piso en venta en calle Felipe Moratilla;Casa de Campo;Madrid;1200;4;20;Calle Felipe Moratilla;;11;Moncloa;1323;350000;
7185;Piso en venta en paseo de Juan XXIII;Ciudad Universitaria;Madrid;3240;5;50;Paseo de Juan XXIII;;11;Moncloa;2165;1150000;
7186;Ático en venta en calle Fernando Vizcaíno Casas;Aravaca;Madrid;2690;4;30;Calle Fernando Vizcaíno Casas;;11;Moncloa;2361;1095000;
7187;Piso en venta en avenida del talgo, 206;Aravaca;Madrid;1200;3;20;Avenida del talgo;206;11;Moncloa;1655;495000;
